Object,Julian Date,UT,Magnitude Qualifier,Magnitude,Magnitude Error,Observer Name,Method,Equipment,Filter,Chart / Sequence,Visual Estimates,CCD Measurement Data: Measurement Type;Star Type;Star Id;Measured Mag;Measured Error;Reference Mag;Reference Error,Observation_Id
"GAMMA CAS","2443638.600000","10 May 1978 02:24:00.000000","Equal","2.1000","","P A Moore","Visual","","No Filter","-","?","","316232"
"GAMMA CAS","2443638.400000","9 May 1978 21:36:00.000000","Equal","2.2000","","S W Albrighton","Visual","","No Filter","-","?","","316229"
"GAMMA CAS","2443638.400000","9 May 1978 21:36:00.000000","Equal","2.3000","","M A Hapgood","Visual","","No Filter","-","?","","316230"
"GAMMA CAS","2443638.400000","9 May 1978 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316231"
"GAMMA CAS","2443633.300000","4 May 1978 19:12:00.000000","Equal","2.0000","","P A Moore","Visual","","No Filter","-","?","","316228"
"GAMMA CAS","2443631.400000","2 May 1978 21:36:00.000000","Equal","2.3000","","S W Albrighton","Visual","","No Filter","-","?","","316227"
"GAMMA CAS","2443630.600000","2 May 1978 02:24:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316226"
"GAMMA CAS","2443630.400000","1 May 1978 21:36:00.000000","Equal","2.2000","","S W Albrighton","Visual","","No Filter","-","?","","316225"
"GAMMA CAS","2443622.400000","23 Apr 1978 21:36:00.000000","Equal","2.2000","","I A Middlemist","Visual","","No Filter","-","?","","316224"
"GAMMA CAS","2443621.400000","22 Apr 1978 21:36:00.000000","Equal","2.0000","","P A Moore","Visual","","No Filter","-","?","","316223"
"GAMMA CAS","2443615.400000","16 Apr 1978 21:36:00.000000","Equal","2.3000","","S W Albrighton","Visual","","No Filter","-","?","","316222"
"GAMMA CAS","2443613.400000","14 Apr 1978 21:36:00.000000","Equal","2.2000","","I A Middlemist","Visual","","No Filter","-","?","","316221"
"GAMMA CAS","2443611.400000","12 Apr 1978 21:36:00.000000","Equal","2.1000","","P A Moore","Visual","","No Filter","-","?","","316220"
"GAMMA CAS","2443609.400000","10 Apr 1978 21:36:00.000000","Equal","2.1000","","M A Hapgood","Visual","","No Filter","-","?","","316218"
"GAMMA CAS","2443609.400000","10 Apr 1978 21:36:00.000000","Equal","2.1000","","R H Mcnaught","Visual","","No Filter","-","?","","316219"
"GAMMA CAS","2443609.300000","10 Apr 1978 19:12:00.000000","Equal","2.3000","","I A Middlemist","Visual","","No Filter","-","?","","316217"
"GAMMA CAS","2443605.600000","7 Apr 1978 02:24:00.000000","Equal","2.1000","","K Lewis","Visual","","No Filter","-","?","","316216"
"GAMMA CAS","2443605.400000","6 Apr 1978 21:36:00.000000","Equal","2.3000","","S W Albrighton","Visual","","No Filter","-","?","","316215"
"GAMMA CAS","2443604.300000","5 Apr 1978 19:12:00.000000","Equal","2.3000","","S W Albrighton","Visual","","No Filter","-","?","","316214"
"GAMMA CAS","2443603.400000","4 Apr 1978 21:36:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316213"
"GAMMA CAS","2443601.400000","2 Apr 1978 21:36:00.000000","Equal","2.2000","","S W Albrighton","Visual","","No Filter","-","?","","316212"
"GAMMA CAS","2443600.300000","1 Apr 1978 19:12:00.000000","Equal","2.1000","","S W Albrighton","Visual","","No Filter","-","?","","316211"
"GAMMA CAS","2443595.400000","27 Mar 1978 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316210"
"GAMMA CAS","2443583.300000","15 Mar 1978 19:12:00.000000","Equal","2.0000","","I A Middlemist","Visual","","No Filter","-","?","","316209"
"GAMMA CAS","2443582.400000","14 Mar 1978 21:36:00.000000","Equal","2.0000","","P A Moore","Visual","","No Filter","-","?","","316208"
"GAMMA CAS","2443580.400000","12 Mar 1978 21:36:00.000000","Equal","2.1000","","D Hufton","Visual","","No Filter","-","?","","316207"
"GAMMA CAS","2443580.300000","12 Mar 1978 19:12:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316206"
"GAMMA CAS","2443576.400000","8 Mar 1978 21:36:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316205"
"GAMMA CAS","2443574.400000","6 Mar 1978 21:36:00.000000","Equal","2.1000","","P A Moore","Visual","","No Filter","-","?","","316204"
"GAMMA CAS","2443574.300000","6 Mar 1978 19:12:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316203"
"GAMMA CAS","2443572.300000","4 Mar 1978 19:12:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316202"
"GAMMA CAS","2443570.300000","2 Mar 1978 19:12:00.000000","Equal","2.3000","","K Lewis","Visual","","No Filter","-","?","","316201"
"GAMMA CAS","2443569.300000","1 Mar 1978 19:12:00.000000","Equal","2.1000","","P A Moore","Visual","","No Filter","-","?","","316200"
"GAMMA CAS","2443564.500000","25 Feb 1978 00:00:00.000000","Equal","2.2000","","R H Mcnaught","Visual","","No Filter","-","?","","316199"
"GAMMA CAS","2443559.500000","20 Feb 1978 00:00:00.000000","Equal","2.2000","","R B I Fraser","Visual","","No Filter","-","?","","316198"
"GAMMA CAS","2443557.300000","17 Feb 1978 19:12:00.000000","Equal","2.3000","","I A Middlemist","Visual","","No Filter","-","?","","316197"
"GAMMA CAS","2443554.300000","14 Feb 1978 19:12:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316196"
"GAMMA CAS","2443551.600000","12 Feb 1978 02:24:00.000000","Equal","2.0000","","P A Moore","Visual","","No Filter","-","?","","316195"
"GAMMA CAS","2443550.500000","11 Feb 1978 00:00:00.000000","Equal","2.0000","","P A Moore","Visual","","No Filter","-","?","","316194"
"GAMMA CAS","2443550.400000","10 Feb 1978 21:36:00.000000","Equal","2.3000","","A Cook","Visual","","No Filter","-","?","","316193"
"GAMMA CAS","2443548.300000","8 Feb 1978 19:12:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316192"
"GAMMA CAS","2443546.500000","7 Feb 1978 00:00:00.000000","Equal","2.1000","","P A Moore","Visual","","No Filter","-","?","","316191"
"GAMMA CAS","2443542.400000","2 Feb 1978 21:36:00.000000","Equal","2.4000","","M A Hapgood","Visual","","No Filter","-","?","","316190"
"GAMMA CAS","2443539.500000","31 Jan 1978 00:00:00.000000","Equal","2.1000","","P A Moore","Visual","","No Filter","-","?","","316189"
"GAMMA CAS","2443539.300000","30 Jan 1978 19:12:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316186"
"GAMMA CAS","2443539.300000","30 Jan 1978 19:12:00.000000","Equal","2.3000","","R H Mcnaught","Visual","","No Filter","-","?","","316187"
"GAMMA CAS","2443539.300000","30 Jan 1978 19:12:00.000000","Equal","2.2000","","I A Middlemist","Visual","","No Filter","-","?","","316188"
"GAMMA CAS","2443535.700000","27 Jan 1978 04:48:00.000000","Equal","2.2000","","R H Mcnaught","Visual","","No Filter","-","?","","316185"
"GAMMA CAS","2443533.300000","24 Jan 1978 19:12:00.000000","Equal","2.4000","","R B I Fraser","Visual","","No Filter","-","?","","316184"
"GAMMA CAS","2443528.400000","19 Jan 1978 21:36:00.000000","Equal","2.2000","","P A Moore","Visual","","No Filter","-","?","","316183"
"GAMMA CAS","2443526.500000","18 Jan 1978 00:00:00.000000","Equal","2.1000","","P A Moore","Visual","","No Filter","-","?","","316182"
"GAMMA CAS","2443525.500000","17 Jan 1978 00:00:00.000000","Equal","2.2000","","R H Mcnaught","Visual","","No Filter","-","?","","316181"
"GAMMA CAS","2443521.500000","13 Jan 1978 00:00:00.000000","Equal","2.2000","","P A Moore","Visual","","No Filter","-","?","","316180"
"GAMMA CAS","2443516.500000","8 Jan 1978 00:00:00.000000","Equal","2.1000","","P A Moore","Visual","","No Filter","-","?","","316179"
"GAMMA CAS","2443516.400000","7 Jan 1978 21:36:00.000000","Equal","2.3000","","R B I Fraser","Visual","","No Filter","-","?","","316178"
"GAMMA CAS","2443516.300000","7 Jan 1978 19:12:00.000000","Equal","2.3000","","A J Hollis","Visual","","No Filter","-","?","","316177"
"GAMMA CAS","2443515.500000","7 Jan 1978 00:00:00.000000","Equal","2.1000","","P A Moore","Visual","","No Filter","-","?","","316176"
"GAMMA CAS","2443515.400000","6 Jan 1978 21:36:00.000000","Equal","2.2000","","M A Hapgood","Visual","","No Filter","-","?","","316175"
"GAMMA CAS","2443515.300000","6 Jan 1978 19:12:00.000000","Equal","2.3000","","K Lewis","Visual","","No Filter","-","?","","316173"
"GAMMA CAS","2443515.300000","6 Jan 1978 19:12:00.000000","Equal","2.2000","","I A Middlemist","Visual","","No Filter","-","?","","316174"
"GAMMA CAS","2443512.400000","3 Jan 1978 21:36:00.000000","Equal","2.4000","","R B I Fraser","Visual","","No Filter","-","?","","316172"
"GAMMA CAS","2443508.400000","30 Dec 1977 21:36:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316171"
"GAMMA CAS","2443508.300000","30 Dec 1977 19:12:00.000000","Equal","2.3000","","A Mcwilliam","Visual","","No Filter","-","?","","316170"
"GAMMA CAS","2443507.500000","30 Dec 1977 00:00:00.000000","Equal","2.1000","","R H Mcnaught","Visual","","No Filter","-","?","","316169"
"GAMMA CAS","2443506.300000","28 Dec 1977 19:12:00.000000","Equal","2.3000","","A J Hollis","Visual","","No Filter","-","?","","316168"
"GAMMA CAS","2443506.200000","28 Dec 1977 16:48:00.000000","Equal","2.1000","","K Lewis","Visual","","No Filter","-","?","","316167"
"GAMMA CAS","2443505.500000","28 Dec 1977 00:00:00.000000","Equal","2.2000","","M A Hapgood","Visual","","No Filter","-","?","","316166"
"GAMMA CAS","2443505.300000","27 Dec 1977 19:12:00.000000","Equal","2.3000","","R H Mcnaught","Visual","","No Filter","-","?","","316165"
"GAMMA CAS","2443502.300000","24 Dec 1977 19:12:00.000000","Equal","2.3000","","I A Middlemist","Visual","","No Filter","-","?","","316164"
"GAMMA CAS","2443496.200000","18 Dec 1977 16:48:00.000000","Equal","2.3000","","A J Hollis","Visual","","No Filter","-","?","","316163"
"GAMMA CAS","2443495.400000","17 Dec 1977 21:36:00.000000","Equal","2.2000","","I A Middlemist","Visual","","No Filter","-","?","","316162"
"GAMMA CAS","2443492.300000","14 Dec 1977 19:12:00.000000","Equal","2.1000","","K Lewis","Visual","","No Filter","-","?","","316160"
"GAMMA CAS","2443492.300000","14 Dec 1977 19:12:00.000000","Equal","2.3000","","I A Middlemist","Visual","","No Filter","-","?","","316161"
"GAMMA CAS","2443489.500000","12 Dec 1977 00:00:00.000000","Equal","2.3000","","A Mcwilliam","Visual","","No Filter","-","?","","316159"
"GAMMA CAS","2443480.400000","2 Dec 1977 21:36:00.000000","Equal","2.2000","","A J Hollis","Visual","","No Filter","-","?","","316158"
"GAMMA CAS","2443480.300000","2 Dec 1977 19:12:00.000000","Equal","2.3000","","A Mcwilliam","Visual","","No Filter","-","?","","316157"
"GAMMA CAS","2443479.400000","1 Dec 1977 21:36:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316156"
"GAMMA CAS","2443476.400000","28 Nov 1977 21:36:00.000000","Equal","2.4000","","I A Middlemist","Visual","","No Filter","-","?","","316155"
"GAMMA CAS","2443475.200000","27 Nov 1977 16:48:00.000000","Equal","2.5000","","R H Mcnaught","Visual","","No Filter","-","?","","316154"
"GAMMA CAS","2443474.300000","26 Nov 1977 19:12:00.000000","Equal","2.2000","","I A Middlemist","Visual","","No Filter","-","?","","316153"
"GAMMA CAS","2443473.300000","25 Nov 1977 19:12:00.000000","Equal","2.3000","","K Lewis","Visual","","No Filter","-","?","","316152"
"GAMMA CAS","2443472.400000","24 Nov 1977 21:36:00.000000","Equal","2.4000","","R B I Fraser","Visual","","No Filter","-","?","","316149"
"GAMMA CAS","2443472.400000","24 Nov 1977 21:36:00.000000","Equal","2.3000","","D Hufton","Visual","","No Filter","-","?","","316150"
"GAMMA CAS","2443472.400000","24 Nov 1977 21:36:00.000000","Equal","2.4000","","A Mcwilliam","Visual","","No Filter","-","?","","316151"
"GAMMA CAS","2443466.400000","18 Nov 1977 21:36:00.000000","Equal","2.3000","","A Mcwilliam","Visual","","No Filter","-","?","","316148"
"GAMMA CAS","2443465.300000","17 Nov 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316146"
"GAMMA CAS","2443465.300000","17 Nov 1977 19:12:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316147"
"GAMMA CAS","2443462.500000","15 Nov 1977 00:00:00.000000","Equal","2.3000","","R H Mcnaught","Visual","","No Filter","-","?","","316145"
"GAMMA CAS","2443462.400000","14 Nov 1977 21:36:00.000000","Equal","2.3000","","R B I Fraser","Visual","","No Filter","-","?","","316143"
"GAMMA CAS","2443462.400000","14 Nov 1977 21:36:00.000000","Equal","2.3000","","A Mcwilliam","Visual","","No Filter","-","?","","316144"
"GAMMA CAS","2443460.500000","13 Nov 1977 00:00:00.000000","Equal","2.2000","","A J Hollis","Visual","","No Filter","-","?","","316142"
"GAMMA CAS","2443446.400000","29 Oct 1977 21:36:00.000000","Equal","2.2000","","I A Middlemist","Visual","","No Filter","-","?","","316141"
"GAMMA CAS","2443442.400000","25 Oct 1977 21:36:00.000000","Equal","2.3000","","I A Middlemist","Visual","","No Filter","-","?","","316140"
"GAMMA CAS","2443433.400000","16 Oct 1977 21:36:00.000000","Equal","2.2000","","R B I Fraser","Visual","","No Filter","-","?","","316139"
"GAMMA CAS","2443431.300000","14 Oct 1977 19:12:00.000000","Equal","2.2000","","A J Hollis","Visual","","No Filter","-","?","","316138"
"GAMMA CAS","2443429.400000","12 Oct 1977 21:36:00.000000","Equal","2.3000","","M A Hapgood","Visual","","No Filter","-","?","","316136"
"GAMMA CAS","2443429.400000","12 Oct 1977 21:36:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316137"
"GAMMA CAS","2443427.400000","10 Oct 1977 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316135"
"GAMMA CAS","2443427.300000","10 Oct 1977 19:12:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316134"
"GAMMA CAS","2443424.500000","8 Oct 1977 00:00:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316133"
"GAMMA CAS","2443424.300000","7 Oct 1977 19:12:00.000000","Equal","2.2000","","A J Hollis","Visual","","No Filter","-","?","","316132"
"GAMMA CAS","2443419.400000","2 Oct 1977 21:36:00.000000","Equal","2.2000","","M A Hapgood","Visual","","No Filter","-","?","","316131"
"GAMMA CAS","2443419.300000","2 Oct 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316130"
"GAMMA CAS","2443418.400000","1 Oct 1977 21:36:00.000000","Equal","2.2000","","A J Hollis","Visual","","No Filter","-","?","","316129"
"GAMMA CAS","2443417.500000","1 Oct 1977 00:00:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316128"
"GAMMA CAS","2443405.400000","18 Sep 1977 21:36:00.000000","Equal","2.2000","","M A Hapgood","Visual","","No Filter","-","?","","316127"
"GAMMA CAS","2443400.400000","13 Sep 1977 21:36:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316126"
"GAMMA CAS","2443400.300000","13 Sep 1977 19:12:00.000000","Equal","2.3000","","K Lewis","Visual","","No Filter","-","?","","316125"
"GAMMA CAS","2443399.400000","12 Sep 1977 21:36:00.000000","Equal","2.2000","","A J Hollis","Visual","","No Filter","-","?","","316124"
"GAMMA CAS","2443390.400000","3 Sep 1977 21:36:00.000000","Equal","2.3000","","I A Middlemist","Visual","","No Filter","-","?","","316123"
"GAMMA CAS","2443389.400000","2 Sep 1977 21:36:00.000000","Equal","2.3000","","K Lewis","Visual","","No Filter","-","?","","316122"
"GAMMA CAS","2443383.400000","27 Aug 1977 21:36:00.000000","Equal","2.3000","","A Cook","Visual","","No Filter","-","?","","316120"
"GAMMA CAS","2443383.400000","27 Aug 1977 21:36:00.000000","Equal","2.3000","","I A Middlemist","Visual","","No Filter","-","?","","316121"
"GAMMA CAS","2443378.400000","22 Aug 1977 21:36:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316119"
"GAMMA CAS","2443374.400000","18 Aug 1977 21:36:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316118"
"GAMMA CAS","2443368.500000","13 Aug 1977 00:00:00.000000","Equal","2.1000","","I A Middlemist","Visual","","No Filter","-","?","","316117"
"GAMMA CAS","2443367.400000","11 Aug 1977 21:36:00.000000","Equal","2.3000","","A Cook","Visual","","No Filter","-","?","","316116"
"GAMMA CAS","2443363.400000","7 Aug 1977 21:36:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316115"
"GAMMA CAS","2443360.400000","4 Aug 1977 21:36:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316114"
"GAMMA CAS","2443357.400000","1 Aug 1977 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316113"
"GAMMA CAS","2443356.400000","31 Jul 1977 21:36:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316111"
"GAMMA CAS","2443356.400000","31 Jul 1977 21:36:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316112"
"GAMMA CAS","2443344.400000","19 Jul 1977 21:36:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316110"
"GAMMA CAS","2443341.500000","17 Jul 1977 00:00:00.000000","Equal","2.3000","","D Hufton","Visual","","No Filter","-","?","","316109"
"GAMMA CAS","2443339.500000","15 Jul 1977 00:00:00.000000","Equal","2.3000","","R B I Fraser","Visual","","No Filter","-","?","","316108"
"GAMMA CAS","2443334.500000","10 Jul 1977 00:00:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316107"
"GAMMA CAS","2443331.500000","7 Jul 1977 00:00:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316106"
"GAMMA CAS","2443327.500000","3 Jul 1977 00:00:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316104"
"GAMMA CAS","2443327.500000","3 Jul 1977 00:00:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316105"
"GAMMA CAS","2443321.400000","26 Jun 1977 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316103"
"GAMMA CAS","2443317.500000","23 Jun 1977 00:00:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316102"
"GAMMA CAS","2443316.500000","22 Jun 1977 00:00:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316101"
"GAMMA CAS","2443307.500000","13 Jun 1977 00:00:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316100"
"GAMMA CAS","2443303.400000","8 Jun 1977 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316099"
"GAMMA CAS","2443302.500000","8 Jun 1977 00:00:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316098"
"GAMMA CAS","2443286.500000","23 May 1977 00:00:00.000000","Equal","2.3000","","M A Hapgood","Visual","","No Filter","-","?","","316097"
"GAMMA CAS","2443285.500000","22 May 1977 00:00:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316096"
"GAMMA CAS","2443283.500000","20 May 1977 00:00:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316095"
"GAMMA CAS","2443282.500000","19 May 1977 00:00:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316094"
"GAMMA CAS","2443280.500000","17 May 1977 00:00:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316093"
"GAMMA CAS","2443264.400000","30 Apr 1977 21:36:00.000000","Equal","2.1000","","A Cook","Visual","","No Filter","-","?","","316092"
"GAMMA CAS","2443263.600000","30 Apr 1977 02:24:00.000000","Equal","2.1000","","K Lewis","Visual","","No Filter","-","?","","316091"
"GAMMA CAS","2443260.400000","26 Apr 1977 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316090"
"GAMMA CAS","2443251.400000","17 Apr 1977 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316089"
"GAMMA CAS","2443247.400000","13 Apr 1977 21:36:00.000000","Equal","2.0000","","M A Hapgood","Visual","","No Filter","-","?","","316087"
"GAMMA CAS","2443247.400000","13 Apr 1977 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316088"
"GAMMA CAS","2443244.400000","10 Apr 1977 21:36:00.000000","Equal","2.1000","","R B I Fraser","Visual","","No Filter","-","?","","316086"
"GAMMA CAS","2443241.500000","8 Apr 1977 00:00:00.000000","Equal","2.3000","","D Hufton","Visual","","No Filter","-","?","","316085"
"GAMMA CAS","2443241.400000","7 Apr 1977 21:36:00.000000","Equal","2.1000","","A Cook","Visual","","No Filter","-","?","","316083"
"GAMMA CAS","2443241.400000","7 Apr 1977 21:36:00.000000","Equal","2.3000","","R B I Fraser","Visual","","No Filter","-","?","","316084"
"GAMMA CAS","2443240.300000","6 Apr 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316082"
"GAMMA CAS","2443236.400000","2 Apr 1977 21:36:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316081"
"GAMMA CAS","2443231.400000","28 Mar 1977 21:36:00.000000","Equal","2.2000","","M A Hapgood","Visual","","No Filter","-","?","","316080"
"GAMMA CAS","2443230.600000","28 Mar 1977 02:24:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316079"
"GAMMA CAS","2443230.400000","27 Mar 1977 21:36:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316077"
"GAMMA CAS","2443230.400000","27 Mar 1977 21:36:00.000000","Equal","2.3000","","R B I Fraser","Visual","","No Filter","-","?","","316078"
"GAMMA CAS","2443222.300000","19 Mar 1977 19:12:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316076"
"GAMMA CAS","2443220.300000","17 Mar 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316075"
"GAMMA CAS","2443217.400000","14 Mar 1977 21:36:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316074"
"GAMMA CAS","2443217.300000","14 Mar 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316073"
"GAMMA CAS","2443210.400000","7 Mar 1977 21:36:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316071"
"GAMMA CAS","2443210.400000","7 Mar 1977 21:36:00.000000","Equal","2.1000","","M A Hapgood","Visual","","No Filter","-","?","","316072"
"GAMMA CAS","2443208.300000","5 Mar 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316070"
"GAMMA CAS","2443206.300000","3 Mar 1977 19:12:00.000000","Equal","2.3000","","K Lewis","Visual","","No Filter","-","?","","316069"
"GAMMA CAS","2443202.300000","27 Feb 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316068"
"GAMMA CAS","2443187.400000","12 Feb 1977 21:36:00.000000","Equal","2.3000","","L R Matthews","Visual","","No Filter","-","?","","316067"
"GAMMA CAS","2443186.300000","11 Feb 1977 19:12:00.000000","Equal","2.2000","","K Lewis","Visual","","No Filter","-","?","","316066"
"GAMMA CAS","2443174.300000","30 Jan 1977 19:12:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316065"
"GAMMA CAS","2443170.300000","26 Jan 1977 19:12:00.000000","Equal","2.3000","","K Lewis","Visual","","No Filter","-","?","","316064"
"GAMMA CAS","2443169.300000","25 Jan 1977 19:12:00.000000","Equal","2.3000","","D Hufton","Visual","","No Filter","-","?","","316063"
"GAMMA CAS","2443165.300000","21 Jan 1977 19:12:00.000000","Equal","2.3000","","K Lewis","Visual","","No Filter","-","?","","316062"
"GAMMA CAS","2443160.300000","16 Jan 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316061"
"GAMMA CAS","2443159.300000","15 Jan 1977 19:12:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316059"
"GAMMA CAS","2443159.300000","15 Jan 1977 19:12:00.000000","Equal","2.3000","","K Lewis","Visual","","No Filter","-","?","","316060"
"GAMMA CAS","2443151.300000","7 Jan 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316058"
"GAMMA CAS","2443151.200000","7 Jan 1977 16:48:00.000000","Equal","2.1000","","A Cook","Visual","","No Filter","-","?","","316057"
"GAMMA CAS","2443150.300000","6 Jan 1977 19:12:00.000000","Equal","2.2000","","D Hufton","Visual","","No Filter","-","?","","316056"
"GAMMA CAS","2443146.300000","2 Jan 1977 19:12:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316054"
"GAMMA CAS","2443146.300000","2 Jan 1977 19:12:00.000000","Equal","2.4000","","L R Matthews","Visual","","No Filter","-","?","","316055"
"GAMMA CAS","2443145.400000","1 Jan 1977 21:36:00.000000","Equal","2.4000","","R B I Fraser","Visual","","No Filter","-","?","","316053"
"GAMMA CAS","2443143.300000","30 Dec 1976 19:12:00.000000","Equal","2.3000","","S W Albrighton","Visual","","No Filter","-","?","","316052"
"GAMMA CAS","2443143.200000","30 Dec 1976 16:48:00.000000","Equal","2.3000","","J S Bullivant","Visual","","No Filter","-","?","","316051"
"GAMMA CAS","2443142.300000","29 Dec 1976 19:12:00.000000","Equal","2.4000","","S W Albrighton","Visual","","No Filter","-","?","","316050"
"GAMMA CAS","2443141.300000","28 Dec 1976 19:12:00.000000","Equal","2.1000","","A Cook","Visual","","No Filter","-","?","","316049"
"GAMMA CAS","2443140.700000","28 Dec 1976 04:48:00.000000","Equal","2.1000","","J S Bullivant","Visual","","No Filter","-","?","","316048"
"GAMMA CAS","2443139.500000","27 Dec 1976 00:00:00.000000","Equal","2.3000","","D Griffin","Visual","","No Filter","-","?","","316047"
"GAMMA CAS","2443139.300000","26 Dec 1976 19:12:00.000000","Equal","2.2000","","L F Fry","Visual","","No Filter","-","?","","316046"
"GAMMA CAS","2443138.300000","25 Dec 1976 19:12:00.000000","Equal","2.3000","","S W Albrighton","Visual","","No Filter","-","?","","316043"
"GAMMA CAS","2443138.300000","25 Dec 1976 19:12:00.000000","Equal","2.4000","","J S Bullivant","Visual","","No Filter","-","?","","316044"
"GAMMA CAS","2443138.300000","25 Dec 1976 19:12:00.000000","Equal","2.2000","","R B I Fraser","Visual","","No Filter","-","?","","316045"
"GAMMA CAS","2443137.300000","24 Dec 1976 19:12:00.000000","Equal","2.3000","","J S Bullivant","Visual","","No Filter","-","?","","316042"
"GAMMA CAS","2443137.200000","24 Dec 1976 16:48:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316041"
"GAMMA CAS","2443136.300000","23 Dec 1976 19:12:00.000000","Equal","2.3000","","A Cook","Visual","","No Filter","-","?","","316040"
"GAMMA CAS","2443135.300000","22 Dec 1976 19:12:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316039"
"GAMMA CAS","2443134.500000","22 Dec 1976 00:00:00.000000","Equal","2.4000","","J S Bullivant","Visual","","No Filter","-","?","","316038"
"GAMMA CAS","2443134.300000","21 Dec 1976 19:12:00.000000","Equal","2.2000","","A Cook","Visual","","No Filter","-","?","","316036"
